superclase;type;code;titulo;titulo_en;definiciones;competencias;definiciones_en;tasks_include;inversa
ocupaciones;clase;2114;Geólogos y geofísicos;Geologists and geophysicists;"Los geólogos y geofísicos investigan, mejoran o desarrollan conceptos, teorías y métodos operativos, o aplican conocimientos científicos relacionados con la geología y la geofísica en campos como la exploración y extracción de petróleo, gas y minerales, la conservación del agua, la ingeniería civil, las telecomunicaciones y la navegación, y la evaluación y mitigación de los efectos de los proyectos de desarrollo y eliminación de residuos en
el medio ambiente.";"(a) realizar investigaciones y mejorar o desarrollar conceptos, teorías y métodos operativos relacionados con la geología y la geofísica; (b)
estudiar la composición y estructura de la corteza terrestre, examinar rocas, minerales, fósiles y otros materiales para determinar los procesos que afectan al desarrollo de la Tierra, trazar la evolución de la vida en el pasado, establecer la naturaleza y cronología de las formaciones geológicas y evaluar sus aplicaciones comerciales; (c) interpretar datos de investigación y preparar informes geológicos, mapas, gráficos y diagramas, informes y trabajos;
(d)	aplicar los conocimientos geológicos a problemas encontrados en proyectos de ingeniería civil como la construcción de presas, puentes, túneles y grandes edificios; y proyectos de recuperación de terrenos;
(e)	utilizar diversos programas de
teledetección para investigar y medir las fuerzas sísmicas, gravitatorias, eléctricas, térmicas y magnéticas que afectan a la Tierra; (
f) estimar el peso, tamaño y masa de la Tierra y la composición y estructura de su interior, y estudiar la naturaleza, actividad y previsibilidad de volcanes, glaciares y terremotos;
(g)	cartografiar el campo magnético de la Tierra y aplicar estos y otros datos recogidos para radiodifusión, navegación y otros fines;
(h)	estudiar y medir las propiedades físicas de los mares y la atmósfera y su interrelación, como el intercambio de energía térmica; (
i) localización y determinación de la naturaleza y extensión de yacimientos de petróleo, gas y minerales mediante métodos sismológicos, gravimétricos, magnéticos, eléctricos o radiométricos;
(j) identificación de yacimientos de materiales de construcción y determinación de sus características e idoneidad para su uso como áridos de hormigón, relleno de carreteras o para otras aplicaciones; (
k)	investigación del movimiento, distribución y propiedades físicas de las aguas subterráneas y superficiales; (
l)	asesoramiento en áreas como la gestión de residuos, la selección de rutas y emplazamientos y la restauración de lugares contaminados.";"Geologists and geophysicists conduct research; improve or develop concepts, theories and operational methods, or apply scientific knowledge relating to geology and geophysics in such fields as oil, gas and mineral exploration and extraction, water conservation, civil engineering, telecommunications and navigation, and assessment and mitigation of the effects of development and waste disposal projects on the environment.";"Tasks include -
(a)  conducting research and improving or developing concepts, theories and operational methods related to geology and geophysics;
(b)  studying composition and structure of the Earth's crust, examining rocks, minerals, fossils and other materials to determine processes affecting the development of the Earth, trace evolution of past life, establish nature and chronology of geological formations and assess their commercial applications;
(c)  interpreting research data and preparing geological reports, maps, charts and diagrams, reports and papers;
(d)  applying geological knowledge to problems encountered in civil engineering projects such as the construction of dams, bridges, tunnels, and large buildings; and land reclamation projects;
(e)  using various remote sensing programmes to investigate and measure seismic, gravitational, electrical, thermal, and magnetic forces affecting the Earth;
(f)  estimating weight, size and mass of the Earth and composition and structure of its interior, and studying the nature, activity and predictability of volcanoes, glaciers and earthquakes;
(g)  charting the Earth's magnetic field and applying this and other collected data for broadcasting, navigation and other purposes;
(h)  studying and measuring physical properties of seas and the atmosphere and their inter-relationship, such as the exchange of thermal energy;
(i)  locating and determining the nature and extent of oil, gas and mineral deposits using seismological, gravimetric, magnetic, electrical or radiometric methods;
(j)  identifying deposits of construction materials and determining their characteristics and suitability for use as concrete aggregates, road fill or for other applications;
(k)  researching the movement, distribution and physical properties of ground and surface waters; 
(l)  advising in areas such as waste management, route and site selection and the restoration of contaminated sites.";
ocupaciones;clase;212;Matemáticos, actuarios y estadísticos;Mathematicians, Actuaries and Statisticians;"Los matemáticos, actuarios y estadísticos investigan, mejoran o desarrollan conceptos, teorías y modelos operativos y técnicas matemáticas, actuariales y estadísticas, y aplican estos conocimientos a una amplia gama de tareas en campos como
la ingeniería, la empresa y las ciencias sociales y de otro tipo.";"estudiar, mejorar y desarrollar teorías y técnicas matemáticas, actuariales y estadísticas; asesorar sobre principios, modelos y técnicas matemáticos o aplicarlos a una amplia gama de tareas en los campos de la ingeniería, las ciencias naturales, sociales o de la vida; realizar análisis lógicos de problemas de gestión, especialmente en términos de eficacia input-output, y formular modelos matemáticos de cada problema generalmente para su programación y solución por ordenador; diseñar y poner en funcionamiento planes de pensiones y sistemas de seguros de vida, salud, sociales y de otros tipos; aplicar las matemáticas, la estadística, la probabilidad y la teoría del riesgo para evaluar las posibles repercusiones financieras de acontecimientos futuros; planificar y organizar encuestas y otras recopilaciones estadísticas, y diseñar cuestionarios; evaluar, procesar, analizar e interpretar datos estadísticos y prepararlos para su publicación; asesorar o aplicar diversos métodos de recopilación de datos y métodos y técnicas estadísticos, y determinar la fiabilidad de los resultados, especialmente en campos como la empresa o la medicina, así como en
otras áreas de las ciencias naturales, sociales o de la vida; preparar artículos e informes científicos; supervisar el trabajo de asistentes matemáticos, actuariales y estadísticos y de empleados estadísticos.";"Mathematicians, actuaries and statisticians conduct research, improve or develop mathematical, actuarial and statistical concepts, theories and operational models and techniques; and apply this knowledge to a wide range of tasks in such fields as engineering, business and social and other sciences.";"Tasks performed usually include: studying, improving and developing mathematical, actuarial and statistical theories and techniques; advising on or applying mathematical principles, models and techniques to a wide range of tasks in the fields of engineering, natural, social or life sciences; conducting logical analyses of management problems, especially in terms of input-output effectiveness, and formulating mathematical models of each problem usually for programming and solution by computer; designing and putting into operation pension schemes and life, health, social and other types of insurance systems; applying mathematics, statistics, probability and risk theory to assess potential financial impacts of future events; planning and organizing surveys and other statistical collections, and designing questionnaires; evaluating, processing, analysing and interpreting statistical data and preparing them for publication; advising on or applying various data collection methods and statistical methods and techniques, and determining reliability of findings, especially in such fields as business or medicine as well as in other areas of natural, social or life sciences; preparing scientific papers and reports; supervising the work of mathematical, actuarial and statistical assistants and statistical clerks.";
ocupaciones;clase;2120;Matemáticos, actuarios y estadísticos;Mathematicians, Actuaries and Statisticians;"Los matemáticos, actuarios y estadísticos investigan y mejoran o desarrollan conceptos, teorías y métodos operativos y técnicos
matemáticos, actuariales y estadísticos, y asesoran o se dedican a su aplicación práctica en campos como la ingeniería, la empresa y las ciencias sociales y de
otro tipo.";"(a)	estudiar, mejorar y desarrollar teorías y técnicas matemáticas, actuariales y estadísticas;
(b)	asesorar o aplicar principios, modelos y técnicas matemáticos a una amplia gama de tareas en los campos de la ingeniería, las ciencias naturales, sociales o de la vida;
(c)	realizar análisis lógicos de problemas de gestión, especialmente en términos de eficacia input-output, y formular modelos matemáticos de cada problema generalmente para su programación y solución por ordenador;
(c) diseñar y poner en funcionamiento planes de pensiones y sistemas de seguros de vida, salud, sociales y de otros tipos; (
e)	aplicar las matemáticas, la estadística, la probabilidad y la teoría del riesgo para evaluar las posibles repercusiones financieras de acontecimientos futuros;
f)	planificar y organizar encuestas y otras recopilaciones estadísticas, y diseñar cuestionarios;
g)	evaluar, procesar, analizar e interpretar datos estadísticos y prepararlos para su publicación; (h) asesorar o aplicar diversos métodos de recopilación de datos y métodos y técnicas estadísticos, y determinar la fiabilidad de los resultados, especialmente en campos como la empresa o la medicina, así como en otros ámbitos de las ciencias naturales, sociales o de la vida;
i)	preparar artículos e informes científicos;
j)	supervisar el trabajo de asistentes matemáticos, actuariales y estadísticos y de empleados estadísticos.";Mathematicians, actuaries and statisticians conduct research and improve or develop mathematical, actuarial and statistical concepts, theories and operational methods and techniques and advise on or engage in their practical application in such fields as engineering, business and social and other sciences.;"Tasks include -
(a)  studying, improving and developing mathematical, actuarial and statistical theories and techniques;
(b)  advising on or applying mathematical principles, models and techniques to a wide range of tasks in the fields of engineering, natural, social or life sciences;
(c)  conducting logical analyses of management problems, especially in terms of input-output effectiveness, and formulating mathematical models of each problem usually for programmeming and solution by computer;
(c)  designing and putting into operation pension schemes and life, health, social and other types of insurance systems;
(e)  applying mathematics, statistics, probability and risk theory to assess potential financial impacts of future events;
(f)  planning and organizing surveys and other statistical collections, and designing questionnaires;
(g)  evaluating, processing, analysing, and interpreting statistical data and preparing them for publication;
(h)  advising on or applying various data collection methods and statistical methods and techniques, and determining reliability of findings, especially in such fields as business or medicine as well as in other areas of natural, social or life sciences;
(i)  preparing scientific papers and reports;
(j)  supervising the work of mathematical, actuarial and statistical assistants and statistical clerks.";
ocupaciones;clase;214;Ingenieros (excluyendo electrotecnólogos);Engineering Professionals (excluding Electrotechnology);"Los profesionales de la ingeniería (excluida la electrotecnia) diseñan, planifican y organizan las pruebas, la construcción, la instalación y el mantenimiento de estructuras, máquinas y sus componentes, y sistemas y plantas de producción; y planifican los programas de producción y los procedimientos de trabajo para garantizar que los proyectos de ingeniería se llevan a cabo de forma
segura, eficiente y rentable.";"planificación y diseño de sistemas de procesos químicos, proyectos de ingeniería civil, equipos y sistemas mecánicos, operaciones de minería y perforación, y otros proyectos de ingeniería; especificación e interpretación de dibujos y planos, y determinación de los métodos de construcción; supervisión de la construcción de estructuras, sistemas de suministro y transporte de agua y gas, y fabricación, instalación, funcionamiento y mantenimiento de equipos, máquinas y plantas; organización y gestión de la mano de obra del proyecto y la entrega de materiales, plantas y equipos; estimación de los costes totales y preparación de planes y estimaciones de costes detallados como herramientas para el control presupuestario; resolución de problemas de diseño y funcionamiento en los diversos campos de la ingeniería mediante la aplicación de la
tecnología de la ingeniería.";"Engineering professionals (excluding electrotechnology) design, plan and organize the testing, construction, installation and maintenance of structures, machines and their components, and production systems and plants; and plan production schedules and work procedures to ensure engineering projects are undertaken safely, efficiently and in a cost effective manner.";"Tasks performed usually include: planning and designing chemical process systems, civil engineering projects, mechanical equipment and systems, mining and drilling operations, and other engineering projects; specifying and interpreting drawings and plans, and determining construction methods; supervising the construction of structures, water and gas supply and transportation systems, and the manufacture, installation, operation and maintenance of equipment, machines and plant; organizing and managing project labour and the delivery of materials, plant and equipment; estimating total costs and preparing detailed cost plans and estimates as tools for budgetary control; resolving design and operational problems in the various fields of engineering through the application of engineering technology.";
ocupaciones;clase;2141;Ingenieros industriales y de producción;Industrial and Production Engineers;"Los ingenieros industriales y de producción investigan y diseñan, organizan y supervisan la construcción, el funcionamiento y el mantenimiento de procesos e instalaciones de producción industrial. Establecen programas de coordinación de las actividades de
fabricación y evalúan la rentabilidad y la seguridad.";"(a)	estudiar las declaraciones funcionales, los organigramas y la información del proyecto para determinar las funciones y responsabilidades de los trabajadores y las unidades de trabajo e identificar las áreas de duplicación;
(b)	establecer programas de
medición del trabajo y analizar muestras de trabajo para desarrollar normas de utilización de la mano de obra;
(c)	analizar la utilización de la mano de obra, la disposición de las instalaciones, los datos operativos y los programas y costes de producción para determinar la eficiencia óptima de los trabajadores y los equipos;
(d)	desarrollar especificaciones para la fabricación y determinar los materiales, equipos, tuberías, flujos de materiales, capacidades y disposición de plantas y sistemas; (e)
organizar y gestionar la mano de obra de
los proyectos y la entrega de materiales, instalaciones y equipos;
(f)	establecer normas y políticas para la instalación, modificación, control de calidad, pruebas, inspección y mantenimiento de acuerdo con los principios de ingeniería y las normas de seguridad;
(g)	inspeccionar las instalaciones para mejorar y mantener su rendimiento;
(h)	dirigir el mantenimiento de los edificios y equipos de las instalaciones y coordinar las necesidades de nuevos diseños, estudios y programas de mantenimiento;
(i)	asesorar a la dirección sobre nuevos métodos, técnicas y equipos de producción;
(j)	actuar de enlace con los departamentos de compra, almacenamiento y control de materiales para garantizar un flujo constante de suministros.";Industrial and production engineers conduct research and design, organize and oversee the construction, operation and maintenance of industrial production processes and installations. They establish programmes for the coordination of manufacturing activities and assess cost effectiveness and safety.;"Tasks include -
(a)  studying functional statements, organizational charts and project information to determine functions and responsibilities of workers and work units and to identify areas of duplication;
(b)  establishing work measurement programmes and analysing work samples to develop standards for labour utilization;
(c)  analysing workforce utilization, facility layout, operational data and production schedules and costs to determine optimum worker and equipment efficiencies;
(d)  developing specifications for manufacture, and determining materials, equipment, piping, material flows, capacities and layout of plant and systems;
(e)  organizing and managing project labour and the delivery of materials, plant and equipment;
(f)  establishing standards and policies for installation, modification, quality control, testing, inspection and maintenance according to engineering principles and safety regulations;
(g)  inspecting plant to improve and maintain performance;
(h)  directing the maintenance of plant buildings and equipment, and coordinating the requirements for new designs, surveys and maintenance schedules;
(i)  advising management on new production methods, techniques and equipment;
(j)  liaising with materials buying, storing and controlling departments to ensure a steady flow of supplies.";
ocupaciones;clase;2142;Ingenieros civiles;Civil Engineers;"Los ingenieros civiles investigan, asesoran, diseñan y dirigen la construcción; gestionan la explotación y el mantenimiento de estructuras de ingeniería civil; o estudian y asesoran sobre aspectos tecnológicos de
determinados materiales.";"(a) realizar investigaciones y desarrollar teorías y métodos nuevos o mejorados relacionados con la ingeniería civil; (b
) asesorar y diseñar estructuras como puentes, presas, muelles, carreteras, aeropuertos, ferrocarriles, canales, tuberías, sistemas de eliminación de residuos y de control de inundaciones, y edificios industriales y otros grandes edificios;
(c) determinar y especificar métodos de construcción, materiales y normas de calidad, y dirigir los trabajos de construcción; (d)
establecer sistemas de control para garantizar el funcionamiento eficaz de las estructuras, así como la seguridad y la protección del medio ambiente;
(e)	organizar y dirigir el mantenimiento y la reparación de las estructuras de ingeniería civil existentes;
(f)	analizar el comportamiento del suelo y la roca cuando se ven sometidos a presión por las estructuras propuestas y diseñar los cimientos estructurales;
(g)	analizar la estabilidad de las estructuras y probar el comportamiento y la durabilidad de los materiales utilizados en su construcción.";"Civil engineers conduct research, advise on, design, and direct construction; manage the operation and maintenance of civil engineering structures; or study and advise on technological aspects of particular materials.";"Tasks include -
(a)  conducting research and developing new or improved theories and methods related to civil engineering;
(b)  advising on and designing structures such as bridges, dams, docks, roads, airports, railways, canals, pipelines, waste-disposal and flood-control systems, and industrial and other large buildings;
(c)  determining and specifying construction methods, materials and quality standards, and directing construction work;
(d)  establishing control systems to ensure efficient functioning of structures as well as safety and environmental protection;
(e)  organising and directing maintenance and repair of existing civil engineering structures;
(f)  analysing the behaviour of soil and rock when placed under pressure by proposed structures and designing structural foundations;
(g)  analysing the stability of structures and testing the behaviour and durability of materials used in their construction.";
ocupaciones;clase;2143;Ingenieros medioambientales;Environmental Engineers;"Los ingenieros medioambientales investigan, asesoran, diseñan y dirigen la aplicación de soluciones para prevenir, controlar o remediar los efectos negativos de la actividad humana en el medio ambiente utilizando diversas disciplinas de la ingeniería.
Realizan evaluaciones medioambientales de proyectos de construcción e ingeniería civil y aplican principios de ingeniería al control de la contaminación, el reciclaje y la
eliminación de residuos.";"(a)	realizar investigaciones, evaluar e informar sobre el impacto medioambiental de la construcción existente y propuesta, la ingeniería civil y otras actividades;
(b)	inspeccionar instalaciones y programas
industriales y municipales para evaluar la eficacia operativa y garantizar el cumplimiento de la normativa medioambiental; (
c) diseñar y supervisar el desarrollo de sistemas, procesos y equipos para el control, la gestión o la remediación de la calidad del agua, el aire o el suelo; (d) proporcionar asistencia de ingeniería medioambiental en el análisis de redes, el análisis normativo y la planificación o revisión del desarrollo de bases de datos; (e)
obtención, actualización y mantenimiento de planes, permisos y procedimientos operativos normalizados; (
f)	prestación de apoyo técnico y de ingeniería para proyectos de reparación medioambiental y litigios, incluido el diseño de sistemas de reparación y la determinación de la aplicabilidad de la normativa; (
g)	seguimiento de los avances de los programas de mejora medioambiental;
(h)	asesoramiento a empresas y organismos gubernamentales sobre los procedimientos a seguir en la limpieza de lugares contaminados para proteger a las personas y el medio ambiente;
(i)	colaboración con científicos medioambientales, planificadores, técnicos en residuos peligrosos, ingenieros de otras disciplinas y especialistas en derecho y empresa para abordar problemas medioambientales.";Environmental engineers conduct research, advise on, design and direct implementation of solutions to prevent, control or remedy negative impacts of human activity on the environment utilizing a variety of engineering disciplines. They conduct environmental assessments of construction and civil engineering projects and apply engineering principles to pollution control, recycling and waste disposal.;"Tasks include -
(a)  conducting research, assessing and reporting on the environmental impact of existing and proposed construction, civil engineering and other activities;
(b)  inspecting industrial and municipal facilities and programmes to evaluate operational effectiveness and ensure compliance with environmental regulations; 
(c)  designing and overseeing the development of systems, processes and equipment for control, management, or remediation of water, air, or soil quality;
(d)  providing environmental engineering assistance in network analysis, regulatory analysis, and planning or reviewing database development;
(e)  obtaining, updating, and maintaining plans, permits, and standard operating procedures; 
(f)  providing engineering and technical support for environmental remediation and litigation projects, including remediation system design and determination of regulatory applicability;
(g)  monitoring progress of environmental improvement programmes;
(h)  advising corporations and government agencies of procedures to follow in cleaning up contaminated sites to protect people and the environment;
(i)  collaborating with environmental scientists, planners, hazardous waste technicians, engineers from other disciplines and specialists in law and business to address environmental problems.";
ocupaciones;clase;2144;Ingenieros mecánicos;Mechanical Engineers;"Los ingenieros mecánicos investigan, asesoran, diseñan y dirigen la producción de máquinas, aviones, barcos, maquinaria e instalaciones industriales, equipos y sistemas; asesoran y dirigen su funcionamiento, mantenimiento y reparación; o estudian y asesoran sobre aspectos mecánicos de determinados materiales, productos
o procesos.";"(a)	asesorar y diseñar maquinaria y herramientas para la fabricación, minería, construcción, agricultura y otros fines industriales;
(b)	asesorar y diseñar motores de vapor, combustión interna y otros motores no eléctricos y motores utilizados para la propulsión de locomotoras de ferrocarril, vehículos de carretera o aeronaves, o para el accionamiento de maquinaria industrial o de otro tipo; (c) asesorar
y diseñar: cascos, superestructuras y sistemas de propulsión de buques; instalaciones y equipos mecánicos para la liberación, control y utilización de energía; sistemas de calefacción, ventilación y refrigeración, aparatos de gobierno, bombas y otros equipos mecánicos; d) asesoramiento y diseño de
fuselajes, trenes de aterrizaje y otros equipos para aeronaves, así como de sistemas de suspensión, frenos, carrocerías y otros componentes de vehículos de carretera; (e) asesorar y diseñar
partes no eléctricas de aparatos o productos como procesadores de texto, ordenadores, instrumentos de precisión, cámaras y proyectores;
(f)	establecer normas y procedimientos de control para garantizar el funcionamiento eficaz y la seguridad de máquinas, maquinaria, herramientas, motores, instalaciones industriales, equipos o sistemas;
(g)	garantizar que los equipos, el funcionamiento y el mantenimiento cumplen las especificaciones de diseño y las normas de seguridad.";"Mechanical engineers conduct research; advise on, design and direct production of machines, aircraft, ships, machinery and industrial plant, equipment and systems; advise on and direct their functioning, maintenance and repair; or study and advise on mechanical aspects of particular materials, products or processes.";"Tasks include -
(a)  advising on and designing machinery and tools for manufacturing, mining, construction, agricultural, and other industrial purposes;
(b)  advising on and designing steam, internal combustion and other non-electric motors and engines used for propulsion of railway locomotives, road vehicles or aircraft, or for driving industrial or other machinery;
(c)  advising on and designing: hulls, superstructures and propulsion systems of ships; mechanical plant and equipment for the release, control and utilization of energy; heating, ventilation and refrigeration systems, steering gear, pumps and other mechanical equipment;
(d)  advising on and designing airframes, undercarriages and other equipment for aircraft as well as suspension systems, brakes, vehicle bodies and other components of road vehicles; 
(e)  advising on and designing non-electrical parts of apparatus or products such as word processors, computers, precision instruments, cameras and projectors;
(f)  establishing control standards and procedures to ensure efficient functioning and safety of machines, machinery, tools, motors, engines, industrial plant, equipment, or systems;
(g)  ensuring that equipment, operation and maintenance comply with design specifications and safety standards.";
ocupaciones;clase;2145;Ingenieros químicos;Chemical Engineers;"Los ingenieros químicos investigan y desarrollan, asesoran y dirigen procesos químicos a escala comercial y la producción de diversas sustancias y artículos como petróleo crudo, derivados del petróleo, productos alimenticios y bebidas, medicamentos o materiales sintéticos. Dirigen el mantenimiento y la reparación de plantas y equipos químicos y estudian y asesoran sobre
aspectos químicos de materiales, productos o procesos concretos.";"a)	investigar, asesorar y desarrollar procesos químicos a escala comercial para refinar petróleo crudo y otros líquidos o gases, y para producir sustancias y artículos como derivados del petróleo, explosivos, productos alimenticios y bebidas, medicamentos o materiales sintéticos;
b)	especificar métodos de producción química, materiales y normas de calidad y garantizar que se ajustan a las especificaciones;
c)	establecer normas y procedimientos de control para garantizar la seguridad y la eficiencia de las operaciones de producción química y la seguridad de los trabajadores que manejan los equipos o de aquellos que trabajan cerca de las reacciones químicas en curso; (d)
diseñar el equipo de la planta química e idear procesos para la fabricación de sustancias químicas y productos;
(e)	realizar pruebas a lo largo de las etapas de producción para determinar el grado de control sobre las variables, incluidas la temperatura, la densidad, la gravedad específica y la presión;
(f)	desarrollar los procedimientos de seguridad que deben emplearse;
(g)	preparar estimaciones de los costes de producción e informes de progreso de la producción para la dirección;
(h)	realizar estudios de laboratorio de los pasos en la fabricación de nuevos productos y probar el proceso propuesto en una operación a pequeña escala, como una planta piloto.";Chemical engineers conduct research and develop, advise on and direct commercial-scale chemical processes and production of various substances and items such as crude oil, petroleum derivatives, food and drink products, medicines, or synthetic materials. They direct maintenance and repair of chemical plant and equipment and study and advise on chemical aspects of particular materials, products or processes.;"Tasks include -
(a)  conducting research and advising on, and developing commercial-scale chemical processes to refine crude oil and other liquids or gases, and to produce substances and items such as petroleum derivatives, explosives, food and drink products, medicines, or synthetic materials;
(b)  specifying chemical production methods, materials and quality standards and ensuring that they conform to specifications;
(c)  establishing control standards and procedures to ensure safety and efficiency of chemical production operations and safety of workers operating equipment or of those working in close proximity to ongoing chemical reactions;
(d)  designing chemical plant equipment and devising processes for manufacturing chemicals and products;
(e)  performing tests throughout stages of production to determine degree of control over variables, including temperature, density, specific gravity and pressure;
(f)  developing safety procedures to be employed;
(g)  preparing estimates of production costs and production progress reports for management;
(h)  performing laboratory studies of steps in manufacture of new products and testing proposed process in small scale operation such as a pilot plant.";
ocupaciones;clase;2146;Ingenieros de minas, metalúrgicos y afines;Mining Engineers, Metallurgists and Related Professionals;"Los ingenieros de minas, metalúrgicos y profesionales afines investigan, diseñan, desarrollan y mantienen métodos a escala comercial para extraer metales de sus menas, o minerales, agua, petróleo o gas de la tierra, y para desarrollar nuevas aleaciones, cerámicas y otros materiales, o estudian y asesoran sobre aspectos mineros o
metalúrgicos de materiales, productos o procesos concretos.";"(a)	determinar la ubicación y planificar la extracción de carbón, minerales metálicos, minerales no metálicos y materiales de construcción, como piedra y grava;
(b)	determinar los métodos más adecuados de minería y extracción eficientes y los tipos de maquinaria que deben utilizarse, planificar el trazado y dirigir la construcción de pozos y túneles;
(c)	determinar el lugar de perforación e idear métodos para controlar el flujo de agua, petróleo o gas de los pozos;
(d)	planificar y dirigir el almacenamiento, el tratamiento inicial y el transporte de agua, petróleo o gas; (e) establecer
normas y procedimientos de seguridad e instalaciones de primeros auxilios, especialmente subterráneas;
(f) realizar investigaciones, desarrollar métodos de extracción de metales de sus menas y asesorar sobre su aplicación; (g)	investigar las propiedades de los metales y aleaciones, desarrollar nuevas aleaciones y asesorar y supervisar los aspectos técnicos de la fabricación y procesamiento de metales y aleaciones;
(h)	mantener el enlace técnico y la consultoría con otros especialistas pertinentes, como geólogos y geofísicos;
(i)	examinar yacimientos o minas para evaluar su rentabilidad.";Mining engineers, metallurgists and related professionals conduct research on, design, develop and maintain commercial-scale methods of extracting metals from their ores, or minerals, water, oil or gas from the earth, and of developing new alloys, ceramic and other materials, or study and advise on mining or metallurgical aspects of particular materials, products or processes.;"Tasks include -
(a)  determining the location and planning the extraction of coal, metallic ores, non-metallic minerals, and building materials, such as stone and gravel;
(b)  determining most suitable methods of efficient mining and extraction and types of machinery to be used, planning layout and directing construction of shafts and tunnels;
(c)  determining drilling site and devising methods of controlling the flow of water, oil or gas from wells;
(d)  planning and directing storage, initial treatment and transportation of water, oil or gas;
(e)  establishing safety standards and procedures and first-aid facilities, especially underground;
(f)  conducting research, developing methods of extracting metals from their ores and advising on their application;
(g)  investigating properties of metals and alloys, developing new alloys and advising on and supervising technical aspects of metal and alloy manufacture and processing;
(h)  maintaining technical liaison and consultancy with other relevant specialists such as geologists and geophysicists;
(i)  examining deposits or mines to evaluate profitability.";
ocupaciones;clase;2149;Ingenieros no clasificados bajo otros epígrafes;Engineering Professionals Not Elsewhere Classified;"Este grupo de unidades abarca a los profesionales de la ingeniería no clasificados en el grupo menor 214: Profesionales de la ingeniería (excluida la electrotecnología) o en el grupo menor 215: Ingenieros en Electrotecnia. Por ejemplo, el grupo incluye a quienes investigan y asesoran o desarrollan procedimientos y soluciones de ingeniería relacionados con la seguridad en el lugar de trabajo, la ingeniería biomédica, la óptica, los materiales, la generación de energía nuclear y los
explosivos.";"a) aplicar los conocimientos de ingeniería al diseño, desarrollo y evaluación de sistemas y productos biológicos y sanitarios, como órganos artificiales, prótesis e instrumentación; b)
diseñar dispositivos utilizados en diversos procedimientos médicos y sistemas de obtención de imágenes, como la resonancia magnética, y dispositivos para automatizar las inyecciones de insulina o controlar las funciones corporales; (c) diseño
de componentes de instrumentos ópticos como lentes, microscopios, telescopios, láseres, sistemas de discos ópticos y otros equipos que utilicen las propiedades de la luz; d) diseño
, ensayo y coordinación del desarrollo de material de artillería explosiva para cumplir las especificaciones de las adquisiciones militares; (e)
diseñar y supervisar la construcción y el funcionamiento de reactores y centrales nucleares, así como de sistemas de reprocesamiento y recuperación de combustibles nucleares;
f)	diseñar y desarrollar equipos nucleares, como núcleos de reactores, blindajes contra radiaciones e instrumentación y mecanismos de control asociados;
g)	evaluar daños y proporcionar cálculos para operaciones de salvamento marítimo;
h)	estudiar y asesorar sobre aspectos de ingeniería de determinados procesos de fabricación, como los relacionados con el vidrio, la cerámica, los textiles, los productos de cuero, la madera y la impresión;
i)	identificar riesgos potenciales e introducir procedimientos y dispositivos de seguridad.";This unit group covers engineering professionals not classified elsewhere in Minor Group 214: Engineering Professionals (excluding Electrotechnology) or in Minor Group 215: Electrotechnology Engineers. For instance, the group includes those who conduct research and advise on or develop engineering procedures and solutions concerning workplace safety, biomedical engineering, optics, materials, nuclear power generation and explosives.;"In such cases tasks would include -
(a)  applying knowledge of engineering to the design, development and evaluation of biological and health systems and products such as artificial organs, prostheses and instrumentation;
(b)  designing devices used in various medical procedures and  imaging systems such as magnetic resonance imaging, and devices for automating insulin injections or controlling body functions;
(c)  designing components of optical instruments such as lenses, microscopes, telescopes, lasers, optical disc systems and other equipment that utilize the properties of light; 
(d)  designing, testing, and coordinating the development of explosive ordnance material to meet military procurement specifications;
(e)  designing and overseeing construction and operation of nuclear reactors and power plants and nuclear fuels reprocessing and reclamation systems;
(f)  designing and developing nuclear equipment such as reactor cores, radiation shielding and associated instrumentation and control mechanisms;
(g)  assessing damage and providing calculations for marine salvage operations;
(h)  studying and advising on engineering aspects of particular manufacturing processes, such as those related to glass, ceramics, textiles, leather products, wood and printing;
(i)  identifying potential hazards and introducing safety procedures and devices.";
ocupaciones;clase;215;Ingenieros en electrotecnología;Electrotechnology Engineers;"Los ingenieros electrotécnicos investigan, diseñan, asesoran, planifican y dirigen la construcción y el funcionamiento de sistemas, componentes, motores y equipos electrónicos, eléctricos y de telecomunicaciones. Organizan y establecen sistemas de control para supervisar el rendimiento y la seguridad de los conjuntos y sistemas eléctricos y
electrónicos.";"realizar investigaciones y asesorar y dirigir el mantenimiento y la reparación de productos y sistemas eléctricos, electrónicos y de telecomunicaciones; asesorar y diseñar centrales y sistemas que generan, transmiten y distribuyen energía eléctrica; establecer normas de control para supervisar el
rendimiento y la seguridad de los sistemas y equipos eléctricos, electrónicos y de telecomunicaciones.";Electrotechnology engineers conduct research on and design, advise, plan and direct the construction and operation of electronic, electrical and telecommunications systems, components, motors and equipment. They organize and establish control systems to monitor the performance and safety of electrical and electronic assemblies and systems.;"Tasks performed usually include: conducting research and advising on and directing the maintenance and repair of electrical, electronic and telecommunications products and systems; advising on and designing power stations and systems that generate, transmit and distribute electrical power; establishing control standards to monitor performance and safety of electrical, electronic and telecommunication systems and equipment.";
